movie_id,genre_id
47,2050
47,2504
47,2831
47,3179
47,3621
47,3963
47,4479
47,4591
47,4680
47,4708
47,4728
47,5110
47,5694
47,5796
47,5913
47,5939
47,6130
47,6887
47,70035
47,70038
47,70049
47,70051
47,70053
47,70056
47,70057
47,70069
47,70072
47,70074
47,70075
47,70767
47,70840
47,70972
47,71357
47,74610
47,79751
47,82482
47,82484
47,82486
47,82490
47,82495
47,82497
47,82499
47,82503
47,82512
47,82514
47,82515
47,82526
47,82542
47,82549
47,82559
47,82566
47,82590
47,82609
47,82636
47,82677
47,82687
47,82739
47,82762
47,82806
47,82809
48,6153
48,6926
49,5160
49,5162
49,15508
49,17603
49,17673
49,21196
49,24497
49,25604
49,27018
49,27081
49,27198
49,27491
49,27579
49,28174
49,39185
49,42924
49,44855
49,51840
49,54229
49,59531
49,651
49,654
49,811
49,1164
49,1774
49,2246
49,2621
49,2646
49,2966
49,3200
49,3500
49,3682
49,3799
49,3953
49,4178
49,4378
49,4436
49,4530
49,4815
49,4941
49,4961
49,5160
49,5162
49,5296
49,5467
49,5596
49,6051
49,6593
49,6791
49,6794
49,6889
49,51840
49,54229
49,59531
49,64680
49,65380
49,68584
49,68724
49,68842
49,70049
49,70053
49,70056
49,70057
49,70067
49,70069
49,70070
49,70072
49,70113
49,70404
49,70478
49,70685
49,70866
49,70978
49,71040
49,71052
49,71286
49,71330
49,71387
49,71517
49,75626
49,76033
49,84085
49,91964
50,5022
50,15815
50,16425
50,17782
50,32783
50,34769
50,37394
50,38976
50,40341
50,40342
50,44450
50,44599
50,51509
50,55995
50,58697
50,59151
50,59405
50,59566
50,59811
50,140
50,168
50,947
50,1087
50,1256
50,1288
50,1511
50,1752
50,1984
50,2213
50,2231
50,2597
50,2832
50,3272
50,3883
50,3985
50,3998
50,4089
50,4404
50,4734
50,5022
50,5300
50,5432
50,5972
50,6186
50,6485
50,6600
50,6842
50,51509
50,55995
50,58697
50,59151
50,59405
50,59566
50,59811
50,61450
50,62871
50,63740
50,63802
50,63998
50,64212
50,65412
50,68604
50,69294
50,71773
50,71995
50,72188
50,73793
50,75177
50,77322
50,77346
50,77717
50,77723
50,82256
50,83143
50,83766
50,85693
50,86119
50,86196
50,86290
50,86581
50,86644
50,86695
50,86735
50,86843
50,87004
50,87009
50,87025
50,87103
50,87323
50,87570
50,87643
50,87685
50,87827
50,87851
50,87860
50,87905
50,87913
50,88222
50,88226
50,89155
50,90558
50,90564
50,90575
50,90589
50,90592
50,90601
50,91480
50,91785
50,91822
51,21289
51,33296
51,33424
51,39884
51,43279
51,43662
51,43834
51,44089
51,44221
51,51052
51,51056
51,51058
51,51065
51,51306
51,51331
51,51342
51,51393
51,52014
51,52849
51,52855
51,54112
51,55647
51,55665
51,55719
51,58879
51,58994
51,59484
51,59901
51,217
51,561
51,783
51,2381
51,4189
51,4698
51,5343
51,5455
51,5890
51,51052
51,51056
51,51058
51,51065
51,51306
51,51331
51,51342
51,51393
51,52014
51,52849
51,52855
51,54112
51,55647
51,55665
51,55719
51,58879
51,58994
51,59484
51,59901
51,60763
51,60877
51,61110
51,61496
51,61770
51,62237
51,62535
51,63002
51,64321
51,65218
51,65437
51,65724
51,67048
51,67596
51,67602
51,67605
51,67609
51,67659
51,67673
51,67722
51,67876
51,70102
51,70312
51,70314
51,70948
51,71106
51,71246
51,71565
51,75141
51,75144
51,77581
51,79097
51,90080
51,90225
51,90229
52,26932
52,27069
52,43306
52,1569
53,5150
53,21147
53,78
53,284
53,442
53,536
53,820
53,1252
53,2733
53,2774
53,3544
53,5150
53,5977
53,68928
53,78822
54,16748
54,24761
54,26583
54,38368
54,38584
54,38894
54,564
54,1694
54,6082
54,6468
54,6895
54,68939
54,82850
54,87822
54,87826
54,88660
55,18294
55,18703
55,20590
55,20676
55,20680
55,21092
55,22638
55,23132
55,23865
55,34927
55,38293
55,38303
55,38368
55,38378
55,38485
55,38584
55,38616
55,38694
55,38894
55,39768
55,42023
55,42025
55,42026
55,42030
55,42033
55,42034
55,42039
55,42051
55,42054
55,42104
55,42127
55,42131
55,42153
55,42180
55,42300
55,42397
55,42559
55,42600
55,42660
55,42714
55,42787
55,42792
55,42833
55,45240
55,46148
55,46417
55,46528
55,50343
55,51439
55,66
55,448
55,564
55,615
55,1492
55,1694
55,1914
55,2107
55,2203
55,3086
55,3418
55,3941
55,4534
55,5530
55,5990
55,6010
55,6082
55,6192
55,6628
55,50343
55,51439
55,67402
55,67447
55,68791
55,68868
55,71721
55,73996
55,78810
55,88964
55,90063
55,90434
56,17900
56,18257
56,18289
56,19577
56,19756
56,19999
56,20669
56,20896
56,24318
56,53215
56,53553
56,243
56,2177
56,53215
56,53553
56,69088
57,23715
57,29437
57,31043
57,31755
57,36964
57,575
57,1914
57,3959
57,4387
57,4678
57,5386
57,6437
57,61061
57,90203
58,16870
58,17617
58,33696
58,34749
58,1422
58,3845
58,3920
58,4001
58,4249
58,6142
58,70647
58,70687
58,70770
58,70863
58,71227
58,71459
58,79711
59,5036
59,16430
59,18150
59,19230
59,19474
59,19761
59,19936
59,20338
59,21433
59,23054
59,23857
59,1977
59,3743
59,4249
59,4348
59,5036
59,6541
60,15647
60,16015
60,16803
60,16891
60,17756
60,17944
60,18142
60,18427
60,18713
60,19827
60,20227
60,20671
60,20764
60,21122
60,21387
60,22801
60,22846
60,22919
60,22988
60,23197
60,23644
60,23676
60,23805
60,23853
60,24012
60,24369
60,24385
60,25454
60,32248
60,38622
60,44473
60,44827
60,44879
60,44917
60,44936
60,45000
60,45060
60,45104
60,45129
60,52858
60,52982
60,52991
60,53043
60,53686
60,54443
60,103
60,203
60,532
60,1255
60,1866
60,1924
60,2606
60,3102
60,3438
60,3481
60,3513
60,4249
60,5540
60,5647
60,5803
60,6286
60,6307
60,6384
60,6551
60,52858
60,52982
60,52991
60,53043
60,53686
60,54443
60,67994
60,68058
60,68476
60,68804
60,69546
60,71572
60,74349
60,74383
60,75457
60,75629
60,75768
60,75868
60,75943
60,76036
60,76069
60,76165
60,78766
60,78802
60,79813
60,80793
60,80814
60,83504
60,83556
60,89471
60,89477
60,89478
60,89728
60,90271
60,92242
61,23123
61,23872
61,26880
61,26937
61,27577
61,27619
61,27823
61,27872
61,27954
61,27979
61,28245
61,28426
61,35537
61,35596
61,35690
61,36020
61,36076
61,36103
61,36454
61,36522
61,43045
61,44287
61,51063
61,51144
61,51270
61,51309
61,51381
61,52908
61,53569
61,54012
61,55071
61,55337
61,1577
61,2749
61,2840
61,4444
61,5306
61,5475
61,6347
61,6811
61,51063
61,51144
61,51270
61,51309
61,51381
61,52908
61,53569
61,54012
61,55071
61,55337
61,72352
61,72428
61,72534
61,72597
61,72644
61,72799
61,72936
61,72974
61,72977
61,72978
61,73032
61,73075
61,73210
61,73649
61,82489
61,82491
61,82495
61,82497
61,82513
61,82518
61,82523
61,82544
61,82579
61,82617
61,82670
61,82764
61,82781
61,82795
61,82837
61,82842
61,82858
61,82874
61,84384
62,18143
62,18730
62,19722
62,20376
62,21147
62,22625
62,23518
62,26663
62,38090
62,52094
62,52147
62,52377
62,52708
62,59143
62,747
62,1324
62,3350
62,52094
62,52147
62,52377
62,52708
62,59143
62,89347
62,90652
63,15386
63,15653
63,17739
63,22568
63,26763
63,26792
63,27297
63,27303
63,27431
63,39991
63,53547
63,53670
63,55196
63,1081
63,1258
63,2034
63,2748
63,3008
63,3569
63,3947
63,4084
63,4123
63,4176
63,4189
63,4535
63,4657
63,5319
63,5754
63,6247
63,6859
63,53547
63,53670
63,55196
63,65616
63,66807
63,66833
63,68075
63,68092
63,87231
63,89031
64,18357
64,18732
64,18956
64,25684
64,743
64,1935
64,4870
65,17882
65,18833
65,18895
65,18988
65,19038
65,19338
65,22568
65,23339
65,23433
65,24074
65,24635
65,33266
65,33928
65,37476
65,40834
65,50940
65,53046
65,53915
65,54231
65,694
65,1593
65,1776
65,2041
65,2916
65,3824
65,4295
65,50940
65,53046
65,53915
65,54231
65,66207
65,70019
65,87231
66,5060
66,16149
66,18142
66,20683
66,20764
66,21368
66,21375
66,22551
66,23162
66,24012
66,25127
66,25168
66,25359
66,25386
66,25445
66,25457
66,26543
66,28077
66,34325
66,35243
66,36719
66,37091
66,37913
66,40119
66,40210
66,40884
66,42648
66,44546
66,260
66,741
66,870
66,1197
66,1446
66,2551
66,2605
66,2801
66,2943
66,2979
66,3632
66,3706
66,4876
66,4922
66,5060
66,5354
66,5495
66,5585
66,69546
66,73703
66,78975
66,81129
66,82489
66,82513
66,82518
66,82528
66,82554
66,82565
66,82569
66,82593
66,82606
66,82637
66,82667
66,82690
66,82693
66,82702
66,82704
66,82708
66,82745
66,82763
66,82781
66,82855
66,92262
67,5128
67,15993
67,17429
67,22684
67,23104
67,23159
67,25604
67,26792
67,26878
67,26955
67,27009
67,27029
67,27149
67,27536
67,27547
67,27611
67,27722
67,27734
67,27760
67,27839
67,27874
67,28207
67,28319
67,28353
67,33542
67,34110
67,36931
67,37553
67,39215
67,40890
67,42924
67,44597
67,45502
67,50924
67,51993
67,52967
67,53072
67,53400
67,53670
67,53701
67,54718
67,55196
67,55651
67,58031
67,59420
67,59425
67,505
67,953
67,1135
67,1164
67,1166
67,1204
67,1520
67,1960
67,2124
67,2723
67,2962
67,3200
67,3339
67,3989
67,4478
67,4500
67,4708
67,4954
67,5128
67,5467
67,5739
67,5754
67,5780
67,6041
67,6640
67,6664
67,50924
67,51993
67,52967
67,53072
67,53400
67,53670
67,53701
67,54718
67,55196
67,55651
67,58031
67,59420
67,59425
67,61319
67,62500
67,64840
67,68488
67,68847
67,71457
67,72046
67,72186
67,78666
67,80937
67,80942
67,80947
67,80951
67,80959
67,80966
67,80983
67,80993
67,80999
67,81008
67,81030
67,81033
67,81056
67,81057
67,81058
67,81062
67,81073
67,81088
67,81091
67,81092
67,81105
67,81107
67,81110
67,81116
67,81120
67,81148
67,89252
67,90258
68,5110
68,17866
68,26852
68,27263
68,27534
68,27634
68,27686
68,28047
68,28065
68,28134
68,584
68,1115
68,1419
68,1547
68,2751
68,3706
68,5110
68,5792
68,6475
68,72201
69,5132
69,17248
69,35603
69,36053
69,36631
69,2901
69,4236
69,4591
69,5132
69,6442
69,85224
70,15485
70,22950
70,29729
70,32340
70,47380
70,48031
70,48629
70,48759
70,48838
70,49347
70,49944
70,50121
70,50277
70,50638
70,50852
70,57302
70,153
70,180
70,417
70,826
70,1536
70,2109
70,2647
70,3872
70,4582
70,6402
70,50121
70,50277
70,50638
70,50852
70,57302
70,81720
70,81915
70,82126
70,82138
71,37978
71,52808
71,54234
71,55634
71,304
71,754
71,1157
71,1165
71,4505
71,5702
71,6093
71,6534
71,52808
71,54234
71,55634
71,67611
71,67652
71,89532
72,17418
72,17511
72,5544
72,5748
72,6926
72,68675
72,75648
73,27029
73,27528
73,27655
73,28418
73,38792
73,80
73,82
73,502
73,2835
73,6115
73,6125
73,69437
73,72020
73,73574
73,83440
73,83461
74,25469
74,25485
74,25514
74,37882
74,48759
74,48801
74,48838
74,49095
74,50610
74,51898
74,875
74,1022
74,1766
74,2411
74,2847
74,3518
74,3675
74,3692
74,4011
74,4444
74,5903
74,6054
74,6351
74,50610
74,51898
74,73556
74,73568
74,78989
74,83596
75,15811
75,15819
75,16768
75,22846
75,22988
75,23635
75,23853
75,24369
75,36966
75,37448
75,40877
75,51097
75,51122
75,51224
75,51233
75,51236
75,51239
75,51274
75,51318
75,51368
75,58663
75,58791
75,59695
75,60237
75,203
75,1942
75,4053
75,4249
75,4282
75,5647
75,6281
75,6384
75,6637
75,51097
75,51122
75,51224
75,51233
75,51236
75,51239
75,51274
75,51318
75,51368
75,58663
75,58791
75,59695
75,60237
75,61029
75,64509
75,64847
75,67091
75,67786
75,67962
75,67999
75,68204
75,68206
75,68212
75,68241
75,68476
75,72352
75,72391
75,72463
75,72468
75,72491
75,72582
75,72612
75,72703
75,72723
75,72728
75,72739
75,72791
75,72828
75,72942
75,73097
75,73106
75,73120
75,73152
75,73212
75,73260
75,73274
75,73815
75,76164
75,76465
75,92970
76,16256
76,16257
76,16266
76,16294
76,16308
76,16310
76,16455
76,18474
76,19138
76,19203
76,19384
76,19701
76,20309
76,20851
76,21799
76,24508
76,24997
76,25039
76,25190
76,25284
76,25568
76,25737
76,26694
76,27946
76,34313
76,37676
76,38060
76,38372
76,38443
76,38453
76,38517
76,38548
76,38611
76,38673
76,38763
76,38797
76,38860
76,38916
76,38982
76,39498
76,39837
76,39877
76,40948
76,43028
76,54413
76,66
76,89
76,232
76,384
76,532
76,551
76,767
76,875
76,980
76,1338
76,1374
76,1411
76,1416
76,1435
76,1471
76,1589
76,1724
76,1763
76,1813
76,1893
76,1926
76,2104
76,2205
76,2261
76,2295
76,2436
76,2464
76,2570
76,2747
76,2807
76,2953
76,2967
76,3269
76,3438
76,3592
76,3618
76,3660
76,3678
76,3686
76,3795
76,4052
76,4361
76,4552
76,4677
76,4769
76,4926
76,5360
76,5390
76,5392
76,5396
76,5505
76,5864
76,5903
76,5907
76,6022
76,6054
76,6141
76,6182
76,6188
76,6206
76,6248
76,6359
76,6409
76,6482
76,6491
76,6507
76,6957
76,54413
76,68030
76,73704
76,78594
76,79704
76,79803
76,82171
76,83608
76,88760
76,92174
76,92230
76,92235
76,92251
76,92318
76,92976
77,5012
77,15636
77,17732
77,22542
77,23810
77,24042
77,24582
77,25530
77,26677
77,34424
77,34953
77,35056
77,38024
77,39040
77,39718
77,40441
77,40710
77,51083
77,51101
77,51122
77,51236
77,51274
77,51318
77,52958
77,55644
77,7
77,500
77,680
77,1135
77,1470
77,2322
77,2615
77,2683
77,3074
77,3339
77,3743
77,4011
77,4249
77,4319
77,5012
77,5796
77,5939
77,5977
77,6191
77,6532
77,6541
77,51083
77,51101
77,51122
77,51236
77,51274
77,51318
77,52958
